StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q13,Q4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_10_TEXT,Q8,Q9,Q7,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q11,Q15,Q15_4_TEXT,Q16,Q19
10/18/19 18:11,10/18/19 18:21,IP Address,0.0.0.8,100,603,TRUE,10/18/19 18:21,R_2wzXaA0yd1DTL0e,,,,,0,0,anonymous,EN,11,2018,10-Jan,,Information,,Conversation,Shopping,,,Time,,,,Somewhat agree,Strongly agree,its good for only uses not bad ,Probably incorrect,I don't know,Definitely incorrect,Probably incorrect,I don't know,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:27,10/18/19 18:32,IP Address,0.0.0.9,100,311,TRUE,10/18/19 18:32,R_2znY00G3XooWdYE,,,,,0,0,anonymous,EN,4,2019,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,Alarm,,,,,,Strongly agree,Somewhat agree,not problems found ,Probably incorrect,Probably correct,I don't know,Definitely incorrect,Probably incorrect,35 - 44,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:48,IP Address,0.0.0.10,100,53,TRUE,10/18/19 18:48,R_DHm2NpsZ767rR1T,,,,,0,0,anonymous,EN,8,2016,10-Jan,,,,Conversation,Shopping,,,,,,,Neither agree nor disagree,Somewhat agree,nike,Probably incorrect,Probably correct,Definitely correct,I don't know,Probably correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:48,IP Address,0.0.0.11,100,83,TRUE,10/18/19 18:48,R_3PSNKuqxu4XXgRI,,,,,0,0,anonymous,EN,4,2019,10-Jan,"Audio (music, radio, podcasts, etc)",,,Conversation,,Alarm,Weather,,Reminders,,,Strongly agree,Somewhat agree,Who is listening. ,I don't know,Probably correct,I don't know,I don't know,Probably correct,25 - 34,Female,,No,Associate degree in college (2-year)
10/18/19 18:47,10/18/19 18:48,IP Address,0.0.0.12,100,89,TRUE,10/18/19 18:48,R_2f3yzQhnUPz2W0M,,,,,0,0,anonymous,EN,10,2019,20-Nov,,Information,,,,,,,,,,Strongly agree,Strongly agree,"Personalized Overviews. Schedule Assessment. Highlights: Global Expertise And Assistance, Offering A Comprehensive Security Platform",Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:49,IP Address,0.0.0.13,100,102,TRUE,10/18/19 18:49,R_33kxpiZczCL4NfG,,,,,0,0,anonymous,EN,10,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,Weather,,,,,Somewhat agree,Somewhat agree,That it is listening in to my conversations to perhaps gain information for advertisers.,Probably correct,Definitely correct,Definitely correct,I don't know,Probably incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:49,IP Address,0.0.0.14,100,98,TRUE,10/18/19 18:49,R_1o4Lukg7PiAj0AF,,,,,0,0,anonymous,EN,3,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,Alarm,,Time,Reminders,,,Somewhat agree,Strongly agree,Large sound,Probably correct,Definitely correct,I don't know,Probably correct,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:49,IP Address,0.0.0.15,100,81,TRUE,10/18/19 18:49,R_yKFSJU4Pmhpn3Q5,,,,,0,0,anonymous,EN,7,2017,10-Jan,"Audio (music, radio, podcasts, etc)",,Controlling other devices,Conversation,Shopping,Alarm,Weather,,,,,Somewhat agree,Somewhat agree,"It's tough to secure your data and privacy if you don't even know how to check to ... If your device can connect to the network, there's a very high ..",Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,18 - 24,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:49,IP Address,0.0.0.16,100,109,TRUE,10/18/19 18:49,R_2wcr5rcOtwQwF9D,,,,,0,0,anonymous,EN,6,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,Controlling other devices,,,,,Time,Reminders,,,Somewhat disagree,Somewhat disagree,I don't have any privacy concerns about it,Probably incorrect,I don't know,I don't know,Probably incorrect,I don't know,25 - 34,Male,,No,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:49,IP Address,0.0.0.17,100,81,TRUE,10/18/19 18:49,R_1ohRMhDqngLqx0K,,,,,0,0,anonymous,EN,5,2019,20-Nov,,,Controlling other devices,,,,Weather,,,,,Somewhat agree,Neither agree nor disagree,good,Probably incorrect,Probably correct,Probably incorrect,Probably incorrect,Probably incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:49,IP Address,0.0.0.18,100,124,TRUE,10/18/19 18:49,R_3oIarxYOiCwIqpe,,,,,0,0,anonymous,EN,1,2015,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,Alarm,Weather,Time,,,,Strongly agree,Somewhat agree,Yes,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:49,IP Address,0.0.0.19,100,94,TRUE,10/18/19 18:49,R_2DOYJ4G8JKwUAjj,,,,,0,0,anonymous,EN,10,2019,20-Nov,,,,,,,Weather,,,,,Somewhat disagree,Neither agree nor disagree,GOOD,Probably correct,Definitely correct,I don't know,Probably correct,I don't know,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:50,IP Address,0.0.0.20,100,136,TRUE,10/18/19 18:50,R_3HBsemMIQ4btUvp,,,,,0,0,anonymous,EN,6,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,,,Alarm,,Time,Reminders,,,Somewhat agree,Strongly agree,"That it is listening to personal matter, and that Amazon is collecting this, and selling it, but I just don't talk to other people in the room with it; mostly.",Definitely correct,Definitely correct,I don't know,Probably incorrect,Probably correct,25 - 34,Male,,No,Some college but no degree
10/18/19 18:47,10/18/19 18:50,IP Address,0.0.0.21,100,151,TRUE,10/18/19 18:50,R_1g0mj0A8KahOMVX,,,,,0,0,anonymous,EN,5,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,,,Alarm,Weather,,Reminders,,,Somewhat disagree,Somewhat agree,"Recently, it sounded like someone else other than Alexa responded to one of our commands. It sounded like an actual human voice and nothing digitized. Plus, I have also read that the Echo picks up on your normal conversations and records those as well. ",Probably incorrect,Definitely correct,I don't know,Probably correct,Probably incorrect,25 - 34,Male,,No,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:50,IP Address,0.0.0.22,100,176,TRUE,10/18/19 18:50,R_3m4cXNYEhMEBs5G,,,,,0,0,anonymous,EN,2,2015,10-Jan,"Audio (music, radio, podcasts, etc)",,Controlling other devices,,,,,,,,,Strongly agree,Strongly agree,none,Probably correct,Probably correct,I don't know,I don't know,Probably incorrect,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:50,IP Address,0.0.0.23,100,178,TRUE,10/18/19 18:50,R_1QsIpgz1DxqJhFN,,,,,0,0,anonymous,EN,6,2019,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Strongly agree,Strongly agree,if some one connect it will speak ,I don't know,Probably incorrect,Definitely incorrect,Probably incorrect,Probably incorrect,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:50,IP Address,0.0.0.24,100,97,TRUE,10/18/19 18:50,R_6GaTYZR9yKrvmgN,,,,,0,0,anonymous,EN,10,2019,10-Jan,,Information,,,,,,,,,,Somewhat agree,Somewhat agree,"Limit on Power.
Respect for Individuals. 
Reputation Management. 
Maintaining Appropriate Social Boundaries. 
Trust. ",Probably correct,Definitely correct,Definitely correct,Probably correct,Definitely correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:50,IP Address,0.0.0.25,100,152,TRUE,10/18/19 18:50,R_cISS7DbhwnFJhOV,,,,,0,0,anonymous,EN,8,2019,20-Nov,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,Weather,Time,,,,Strongly agree,Somewhat agree,no privacy and security ,Probably correct,Definitely correct,I don't know,Definitely correct,I don't know,35 - 44,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:50,IP Address,0.0.0.26,100,178,TRUE,10/18/19 18:50,R_1GxzkBpbLQSeie4,,,,,0,0,anonymous,EN,7,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,,,Alarm,,,,,,Somewhat agree,Neither agree nor disagree,NO IT IS VERY SECURED ONE MY DEVICE,Probably incorrect,Definitely correct,Probably correct,Probably correct,I don't know,35 - 44,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:47,10/18/19 18:50,IP Address,0.0.0.27,100,208,TRUE,10/18/19 18:50,R_2Vq1QsA2VZ5imyO,,,,,0,0,anonymous,EN,6,2016,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,Alarm,,,,,,Somewhat disagree,Neither agree nor disagree,The device monitoring my house someway.,Probably correct,I don't know,Probably incorrect,Probably correct,Probably incorrect,18 - 24,Male,,No,Some college but no degree
10/18/19 18:47,10/18/19 18:50,IP Address,0.0.0.28,100,203,TRUE,10/18/19 18:50,R_OJPYmYY6QzXOXE5,,,,,0,0,anonymous,EN,10,2019,10-Jan,"Audio (music, radio, podcasts, etc)",,,Conversation,,,,,Reminders,,,Strongly agree,Somewhat agree,I'm afraid my data will be copied without my permission,Definitely correct,Probably correct,Definitely correct,Definitely correct,Probably incorrect,45 - 54,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:51,IP Address,0.0.0.29,100,169,TRUE,10/18/19 18:51,R_10BDCQ4BdeMcunp,,,,,0,0,anonymous,EN,8,2016,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Strongly agree,Strongly agree,PIN CODE,Definitely incorrect,Probably incorrect,I don't know,Probably incorrect,Definitely incorrect,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:51,IP Address,0.0.0.30,100,195,TRUE,10/18/19 18:51,R_2aXgY0UcBh1YGjV,,,,,0,0,anonymous,EN,6,2016,10-Jan,,,Controlling other devices,,Shopping,,Weather,,,,,Strongly agree,Somewhat agree," if your desktop isn’t protected by a password, lock screen, or biometrics, it’s a straightforward matter for anyone who gets their hands on your device to gain unauthorized access to a treasure trove of confidential data, intellectual property, software, and messaging functionality. With weak passwords relatively easy to guess or hack",Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,Probably incorrect,25 - 34,Male,,Yes,Master's degree
10/18/19 18:48,10/18/19 18:51,IP Address,0.0.0.31,100,201,TRUE,10/18/19 18:51,R_3Pb15x9njJnk5jg,,,,,0,0,anonymous,EN,12,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,Alarm,Weather,Time,Reminders,,,Strongly agree,Somewhat agree,I sometimes worry that it can hear my conversations.,Probably correct,I don't know,Definitely correct,I don't know,I don't know,25 - 34,Male,,No,High school graduate (high school diploma or equivalent including GED)
10/18/19 18:49,10/18/19 18:51,IP Address,0.0.0.32,100,96,TRUE,10/18/19 18:51,R_10TmBcBY8WjEURI,,,,,0,0,anonymous,EN,5,2014,21+,"Audio (music, radio, podcasts, etc)",,,Conversation,Shopping,,,,,,,Strongly agree,Strongly agree,do not hack ,Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,Definitely incorrect,25 - 34,Male,,Yes,Master's degree
10/18/19 18:49,10/18/19 18:52,IP Address,0.0.0.33,100,177,TRUE,10/18/19 18:52,R_80W415j1CcfBCuZ,,,,,0,0,anonymous,EN,2,2017,20-Nov,"Audio (music, radio, podcasts, etc)",Information,,,Shopping,Alarm,Weather,Time,,,,Strongly agree,Somewhat agree,ITS ALWAYS FOR ME ONLY ITS MY SOUL AND IMPORTANT THING OF MY LIFE,Probably incorrect,Probably incorrect,Definitely incorrect,Definitely incorrect,Probably incorrect,25 - 34,Female,,Yes,Master's degree
10/18/19 18:47,10/18/19 18:52,IP Address,0.0.0.34,100,267,TRUE,10/18/19 18:52,R_1q2KTmgAA8qbWEt,,,,,0,0,anonymous,EN,12,2017,10-Jan,,Information,,,,Alarm,,,Reminders,,,Strongly disagree,Strongly disagree,"Did not have any privacy or security concerns when using Echo device. Overall, Amazon products have always provided stellar security/privacy. Never really have any worries when using things by them and haven't had any pause for concern in the past.",Definitely correct,Definitely incorrect,Definitely correct,Definitely correct,Definitely incorrect,25 - 34,Male,,No,Bachelor's degree in college (4-year)
10/18/19 18:52,10/18/19 18:52,IP Address,0.0.0.35,100,42,TRUE,10/18/19 18:52,R_3KoTnLLbLXg9BqG,,,,,0,0,anonymous,EN,6,2019,20-Nov,,,Controlling other devices,,Shopping,,,,,,,Neither agree nor disagree,Somewhat agree,good,I don't know,Definitely incorrect,Probably incorrect,Definitely incorrect,Definitely incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:53,IP Address,0.0.0.36,100,261,TRUE,10/18/19 18:53,R_2UeVBcF3ncE5wYn,,,,,0,0,anonymous,EN,4,2018,10-Jan,,,Controlling other devices,Conversation,Shopping,Alarm,Weather,,,,,Somewhat agree,Somewhat agree,i secure my mobile and my home device,Probably correct,Probably incorrect,I don't know,Probably correct,I don't know,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:51,10/18/19 18:53,IP Address,0.0.0.37,100,73,TRUE,10/18/19 18:53,R_2tKFTNaUKVUshp6,,,,,0,0,anonymous,EN,6,2019,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Strongly agree,Somewhat agree,i hear only in alone,Definitely correct,Probably correct,Probably correct,I don't know,Definitely correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:50,10/18/19 18:53,IP Address,0.0.0.38,100,217,TRUE,10/18/19 18:53,R_1flVFYhdmfafDXy,,,,,0,0,anonymous,EN,3,2014,20-Nov,"Audio (music, radio, podcasts, etc)",Information,,Conversation,Shopping,,,,,,,Somewhat agree,Somewhat agree,"A mobile phone is a wireless handheld device that allows users to make and receive calls and to send text messages, among other features. The earliest generation of mobile phones could only make and receive calls. ... A mobile phone may also be known as a cellular phone or simply a cell phone.
",Probably correct,Definitely correct,Probably correct,I don't know,Probably correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:53,IP Address,0.0.0.39,100,337,TRUE,10/18/19 18:53,R_2D5M3sHOnmylpHa,,,,,0,0,anonymous,EN,4,2019,10-Jan,,,,Conversation,Shopping,,Weather,,Reminders,,,Strongly agree,Somewhat agree,Password security,Probably correct,Definitely correct,Definitely correct,I don't know,Probably incorrect,25 - 34,Male,,No,Bachelor's degree in college (4-year)
10/18/19 18:51,10/18/19 18:53,IP Address,0.0.0.40,100,146,TRUE,10/18/19 18:53,R_1KoIubCOaCSDlFl,,,,,0,0,anonymous,EN,10,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,Alarm,,,,,,Strongly agree,Somewhat agree,NOT PROBLEMS FOUND OF  THE DEVICE,Probably incorrect,Probably correct,Definitely correct,Probably correct,I don't know,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:50,10/18/19 18:53,IP Address,0.0.0.41,100,182,TRUE,10/18/19 18:53,R_2SAkKKt6o39ldrP,,,,,0,0,anonymous,EN,3,2016,10-Jan,,Information,,,,,,,,,,Somewhat agree,Strongly agree,lapptop,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Master's degree
10/18/19 18:50,10/18/19 18:53,IP Address,0.0.0.42,100,189,TRUE,10/18/19 18:53,R_vOxsjEbOaNFtdK1,,,,,0,0,anonymous,EN,6,2015,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:51,10/18/19 18:54,IP Address,0.0.0.43,100,168,TRUE,10/18/19 18:54,R_2v22L6EPu9nJd42,,,,,0,0,anonymous,EN,10,2018,20-Nov,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,Shopping,Alarm,Weather,Time,Reminders,Other,timer,Somewhat agree,Somewhat disagree,that amazon was listening in on conversations when alexa was not in use,Probably incorrect,Probably correct,Definitely correct,I don't know,Probably incorrect,,Male,,Yes,Master's degree
10/18/19 18:51,10/18/19 18:54,IP Address,0.0.0.44,100,154,TRUE,10/18/19 18:54,R_qylweWe9MPLWRKF,,,,,0,0,anonymous,EN,6,2017,10-Jan,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,,,,,,,Somewhat agree,Strongly agree,nothing,Probably incorrect,Definitely incorrect,I don't know,Probably incorrect,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:48,10/18/19 18:54,IP Address,0.0.0.45,100,330,TRUE,10/18/19 18:54,R_1otYTTYnG3FbDaS,,,,,0,0,anonymous,EN,12,2014,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,,,,,,Somewhat agree,Neither agree nor disagree,it was safety to device,Probably incorrect,I don't know,I don't know,Definitely incorrect,Probably incorrect,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:50,10/18/19 18:54,IP Address,0.0.0.46,100,227,TRUE,10/18/19 18:54,R_qQ4VP6dJHYFtkYx,,,,,0,0,anonymous,EN,7,2018,10-Jan,,Information,Controlling other devices,,,,Weather,Time,,,,Somewhat agree,Somewhat agree,How much information the device records and how accessible it is to others.,Definitely incorrect,Definitely correct,Probably correct,Probably correct,Definitely incorrect,25 - 34,Male,,Yes,High school graduate (high school diploma or equivalent including GED)
10/18/19 18:53,10/18/19 18:54,IP Address,0.0.0.47,100,71,TRUE,10/18/19 18:54,R_1d4SPAOE0xJGQwS,,,,,0,0,anonymous,EN,9,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,Weather,Time,,,,Somewhat agree,Strongly agree,no privacy and security ,Probably incorrect,Definitely correct,I don't know,Probably correct,I don't know,35 - 44,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:50,10/18/19 18:54,IP Address,0.0.0.48,100,232,TRUE,10/18/19 18:54,R_2RX6RAMDCyOZY1G,,,,,0,0,anonymous,EN,12,2017,10-Jan,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,,Weather,Time,,,,Strongly agree,Somewhat agree,My concerns are primarily with how Amazon uses my recorded voices. I know they state it is for quality control purposes / device improvement but I do wonder exactly how the teams are using the information contained within. I am always sure that I do not use the device when there is a possibility that it might overhear sensitive information (e.g. during a phone call).,Definitely correct,Definitely correct,Definitely correct,Definitely correct,Definitely incorrect,35 - 44,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:54,10/18/19 18:55,IP Address,0.0.0.49,100,43,TRUE,10/18/19 18:55,R_paB0gLJpgg4opFf,,,,,0,0,anonymous,EN,6,2016,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:51,10/18/19 18:55,IP Address,0.0.0.50,100,215,TRUE,10/18/19 18:55,R_pMe4fceH0CHbw7n,,,,,0,0,anonymous,EN,11,2018,10-Jan,,,Controlling other devices,,,,,,,Other,timer,Strongly agree,Somewhat agree,"It listens to conversations all the time, possibly recording it and transmitting to strangers.",Definitely correct,Probably correct,Definitely correct,Probably correct,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
